,annID,postCategory,postId,toyou,toany,intent,racist,off_avg,empathy,racism,harmHateSpeech,lingPurism,freeSpeech,traditionalism,altruism,divSocialCircle,annotatorGender,manVsWoman,annotatorRace,whiteVsBlack,annotatorPolitics,politicallyEngaged,sexualOrientation,straightOrNot,bornUS,BLMsupport,socialMediaUsage,nLanguagesSpoken
2117,210,targetsBlackPeople,2,5,5,4,5,5.0,0.375,-1.0,-0.5,-0.125,0.3,-0.25,0.0,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,3,1
2118,210,Vulgar,3,1,1,1,1,1.0,0.375,-1.0,-0.5,-0.125,0.3,-0.25,0.0,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,3,1
2119,210,AAE,3,1,1,1,1,1.0,0.375,-1.0,-0.5,-0.125,0.3,-0.25,0.0,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,3,1
2120,210,targetsBlackPeople,3,4,5,3,5,4.5,0.375,-1.0,-0.5,-0.125,0.3,-0.25,0.0,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,3,1
2121,210,Vulgar,4,1,1,1,1,1.0,0.375,-1.0,-0.5,-0.125,0.3,-0.25,0.0,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,3,1
2122,210,AAE,4,1,1,1,1,1.0,0.375,-1.0,-0.5,-0.125,0.3,-0.25,0.0,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,3,1
2123,210,targetsBlackPeople,4,3,4,2,4,3.5,0.375,-1.0,-0.5,-0.125,0.3,-0.25,0.0,-0.6666666666666666,man,0.0,white,0.0,-1.0,1.0,straight,0,1,1.0,3,1
2124,211,Vulgar,1,1,2,1,1,1.5,1.0,-0.7,0.6666666666666666,0.375,-0.5,0.75,0.0,-0.5,woman,1.0,white,0.0,0.0,-1.0,straight,0,1,-0.5,3,1
2125,211,AAE,1,1,2,1,2,1.5,1.0,-0.7,0.6666666666666666,0.375,-0.5,0.75,0.0,-0.5,woman,1.0,white,0.0,0.0,-1.0,straight,0,1,-0.5,3,1
2126,211,targetsBlackPeople,1,3,4,3,4,3.5,1.0,-0.7,0.6666666666666666,0.375,-0.5,0.75,0.0,-0.5,woman,1.0,white,0.0,0.0,-1.0,straight,0,1,-0.5,3,1
2127,211,Vulgar,2,2,3,3,1,2.5,1.0,-0.7,0.6666666666666666,0.375,-0.5,0.75,0.0,-0.5,woman,1.0,white,0.0,0.0,-1.0,straight,0,1,-0.5,3,1
2128,211,AAE,2,1,1,1,1,1.0,1.0,-0.7,0.6666666666666666,0.375,-0.5,0.75,0.0,-0.5,woman,1.0,white,0.0,0.0,-1.0,straight,0,1,-0.5,3,1
2129,211,targetsBlackPeople,2,3,4,2,4,3.5,1.0,-0.7,0.6666666666666666,0.375,-0.5,0.75,0.0,-0.5,woman,1.0,white,0.0,0.0,-1.0,straight,0,1,-0.5,3,1
2130,211,Vulgar,3,1,2,2,1,1.5,1.0,-0.7,0.6666666666666666,0.375,-0.5,0.75,0.0,-0.5,woman,1.0,white,0.0,0.0,-1.0,straight,0,1,-0.5,3,1
2131,211,AAE,3,1,1,1,1,1.0,1.0,-0.7,0.6666666666666666,0.375,-0.5,0.75,0.0,-0.5,woman,1.0,white,0.0,0.0,-1.0,straight,0,1,-0.5,3,1
2132,211,targetsBlackPeople,3,5,5,5,5,5.0,1.0,-0.7,0.6666666666666666,0.375,-0.5,0.75,0.0,-0.5,woman,1.0,white,0.0,0.0,-1.0,straight,0,1,-0.5,3,1
2133,211,Vulgar,4,2,3,1,1,2.5,1.0,-0.7,0.6666666666666666,0.375,-0.5,0.75,0.0,-0.5,woman,1.0,white,0.0,0.0,-1.0,straight,0,1,-0.5,3,1
2134,211,AAE,4,1,1,1,1,1.0,1.0,-0.7,0.6666666666666666,0.375,-0.5,0.75,0.0,-0.5,woman,1.0,white,0.0,0.0,-1.0,straight,0,1,-0.5,3,1
2135,211,targetsBlackPeople,4,5,5,5,5,5.0,1.0,-0.7,0.6666666666666666,0.375,-0.5,0.75,0.0,-0.5,woman,1.0,white,0.0,0.0,-1.0,straight,0,1,-0.5,3,1
2136,212,Vulgar,1,1,2,1,1,1.5,0.875,-0.9,1.0,0.25,-0.4,0.625,1.0,-0.5,woman,1.0,white,0.0,0.0,0.0,straight,0,1,1.0,1,1
2137,212,AAE,1,1,2,1,1,1.5,0.875,-0.9,1.0,0.25,-0.4,0.625,1.0,-0.5,woman,1.0,white,0.0,0.0,0.0,straight,0,1,1.0,1,1
2138,212,targetsBlackPeople,1,4,4,4,5,4.0,0.875,-0.9,1.0,0.25,-0.4,0.625,1.0,-0.5,woman,1.0,white,0.0,0.0,0.0,straight,0,1,1.0,1,1
2139,212,Vulgar,2,1,1,1,1,1.0,0.875,-0.9,1.0,0.25,-0.4,0.625,1.0,-0.5,woman,1.0,white,0.0,0.0,0.0,straight,0,1,1.0,1,1
2140,212,AAE,2,1,1,1,1,1.0,0.875,-0.9,1.0,0.25,-0.4,0.625,1.0,-0.5,woman,1.0,white,0.0,0.0,0.0,straight,0,1,1.0,1,1
2141,212,targetsBlackPeople,2,3,3,4,4,3.0,0.875,-0.9,1.0,0.25,-0.4,0.625,1.0,-0.5,woman,1.0,white,0.0,0.0,0.0,straight,0,1,1.0,1,1
2142,212,Vulgar,3,1,1,1,1,1.0,0.875,-0.9,1.0,0.25,-0.4,0.625,1.0,-0.5,woman,1.0,white,0.0,0.0,0.0,straight,0,1,1.0,1,1
2143,212,AAE,3,1,1,1,1,1.0,0.875,-0.9,1.0,0.25,-0.4,0.625,1.0,-0.5,woman,1.0,white,0.0,0.0,0.0,straight,0,1,1.0,1,1
2144,212,targetsBlackPeople,3,4,4,3,4,4.0,0.875,-0.9,1.0,0.25,-0.4,0.625,1.0,-0.5,woman,1.0,white,0.0,0.0,0.0,straight,0,1,1.0,1,1
2145,212,Vulgar,4,1,1,1,1,1.0,0.875,-0.9,1.0,0.25,-0.4,0.625,1.0,-0.5,woman,1.0,white,0.0,0.0,0.0,straight,0,1,1.0,1,1
2146,212,AAE,4,1,1,1,1,1.0,0.875,-0.9,1.0,0.25,-0.4,0.625,1.0,-0.5,woman,1.0,white,0.0,0.0,0.0,straight,0,1,1.0,1,1
2147,212,targetsBlackPeople,4,3,4,4,4,3.5,0.875,-0.9,1.0,0.25,-0.4,0.625,1.0,-0.5,woman,1.0,white,0.0,0.0,0.0,straight,0,1,1.0,1,1
2148,213,Vulgar,1,1,1,1,1,1.0,0.75,0.2,-1.0,0.875,1.0,0.25,-1.0,-0.6666666666666666,woman,1.0,white,0.0,1.0,0.5,straight,0,1,-1.0,3,1
2149,213,AAE,1,2,4,4,3,3.0,0.75,0.2,-1.0,0.875,1.0,0.25,-1.0,-0.6666666666666666,woman,1.0,white,0.0,1.0,0.5,straight,0,1,-1.0,3,1
2150,213,targetsBlackPeople,1,5,5,5,5,5.0,0.75,0.2,-1.0,0.875,1.0,0.25,-1.0,-0.6666666666666666,woman,1.0,white,0.0,1.0,0.5,straight,0,1,-1.0,3,1
2151,213,Vulgar,2,1,1,1,1,1.0,0.75,0.2,-1.0,0.875,1.0,0.25,-1.0,-0.6666666666666666,woman,1.0,white,0.0,1.0,0.5,straight,0,1,-1.0,3,1
2152,213,AAE,2,4,4,3,1,4.0,0.75,0.2,-1.0,0.875,1.0,0.25,-1.0,-0.6666666666666666,woman,1.0,white,0.0,1.0,0.5,straight,0,1,-1.0,3,1
2153,213,targetsBlackPeople,2,2,5,3,2,3.5,0.75,0.2,-1.0,0.875,1.0,0.25,-1.0,-0.6666666666666666,woman,1.0,white,0.0,1.0,0.5,straight,0,1,-1.0,3,1
2154,213,Vulgar,3,1,1,1,1,1.0,0.75,0.2,-1.0,0.875,1.0,0.25,-1.0,-0.6666666666666666,woman,1.0,white,0.0,1.0,0.5,straight,0,1,-1.0,3,1
2155,213,AAE,3,1,2,2,1,1.5,0.75,0.2,-1.0,0.875,1.0,0.25,-1.0,-0.6666666666666666,woman,1.0,white,0.0,1.0,0.5,straight,0,1,-1.0,3,1
2156,213,targetsBlackPeople,3,5,5,3,5,5.0,0.75,0.2,-1.0,0.875,1.0,0.25,-1.0,-0.6666666666666666,woman,1.0,white,0.0,1.0,0.5,straight,0,1,-1.0,3,1
2157,213,Vulgar,4,1,1,1,1,1.0,0.75,0.2,-1.0,0.875,1.0,0.25,-1.0,-0.6666666666666666,woman,1.0,white,0.0,1.0,0.5,straight,0,1,-1.0,3,1
2158,213,AAE,4,1,1,1,1,1.0,0.75,0.2,-1.0,0.875,1.0,0.25,-1.0,-0.6666666666666666,woman,1.0,white,0.0,1.0,0.5,straight,0,1,-1.0,3,1
2159,213,targetsBlackPeople,4,5,5,4,4,5.0,0.75,0.2,-1.0,0.875,1.0,0.25,-1.0,-0.6666666666666666,woman,1.0,white,0.0,1.0,0.5,straight,0,1,-1.0,3,1
2160,214,Vulgar,1,1,2,1,1,1.5,-0.125,-1.0,0.5,0.5,-0.3,0.25,0.5,-0.6666666666666666,woman,1.0,white,0.0,-0.5,0.5,straight,0,1,1.0,5,1
2161,214,AAE,1,2,2,2,1,2.0,-0.125,-1.0,0.5,0.5,-0.3,0.25,0.5,-0.6666666666666666,woman,1.0,white,0.0,-0.5,0.5,straight,0,1,1.0,5,1
2162,214,targetsBlackPeople,1,1,3,3,4,2.0,-0.125,-1.0,0.5,0.5,-0.3,0.25,0.5,-0.6666666666666666,woman,1.0,white,0.0,-0.5,0.5,straight,0,1,1.0,5,1
2163,214,Vulgar,2,1,1,1,1,1.0,-0.125,-1.0,0.5,0.5,-0.3,0.25,0.5,-0.6666666666666666,woman,1.0,white,0.0,-0.5,0.5,straight,0,1,1.0,5,1
2164,214,AAE,2,1,2,1,1,1.5,-0.125,-1.0,0.5,0.5,-0.3,0.25,0.5,-0.6666666666666666,woman,1.0,white,0.0,-0.5,0.5,straight,0,1,1.0,5,1
2165,214,targetsBlackPeople,2,4,5,4,5,4.5,-0.125,-1.0,0.5,0.5,-0.3,0.25,0.5,-0.6666666666666666,woman,1.0,white,0.0,-0.5,0.5,straight,0,1,1.0,5,1
2166,214,Vulgar,3,1,2,1,1,1.5,-0.125,-1.0,0.5,0.5,-0.3,0.25,0.5,-0.6666666666666666,woman,1.0,white,0.0,-0.5,0.5,straight,0,1,1.0,5,1
2167,214,AAE,3,1,1,1,1,1.0,-0.125,-1.0,0.5,0.5,-0.3,0.25,0.5,-0.6666666666666666,woman,1.0,white,0.0,-0.5,0.5,straight,0,1,1.0,5,1
2168,214,targetsBlackPeople,3,4,5,3,4,4.5,-0.125,-1.0,0.5,0.5,-0.3,0.25,0.5,-0.6666666666666666,woman,1.0,white,0.0,-0.5,0.5,straight,0,1,1.0,5,1
2169,214,Vulgar,4,1,2,1,1,1.5,-0.125,-1.0,0.5,0.5,-0.3,0.25,0.5,-0.6666666666666666,woman,1.0,white,0.0,-0.5,0.5,straight,0,1,1.0,5,1
2170,214,AAE,4,1,1,1,1,1.0,-0.125,-1.0,0.5,0.5,-0.3,0.25,0.5,-0.6666666666666666,woman,1.0,white,0.0,-0.5,0.5,straight,0,1,1.0,5,1
2171,214,targetsBlackPeople,4,5,5,3,4,5.0,-0.125,-1.0,0.5,0.5,-0.3,0.25,0.5,-0.6666666666666666,woman,1.0,white,0.0,-0.5,0.5,straight,0,1,1.0,5,1
2172,215,Vulgar,1,2,4,2,1,3.0,0.25,-1.0,0.8333333333333334,0.125,-0.3,-0.375,0.5,-0.8333333333333334,man,0.0,white,0.0,-0.5,0.5,straight,0,1,1.0,2,2
2173,215,AAE,1,1,1,1,1,1.0,0.25,-1.0,0.8333333333333334,0.125,-0.3,-0.375,0.5,-0.8333333333333334,man,0.0,white,0.0,-0.5,0.5,straight,0,1,1.0,2,2
2174,215,targetsBlackPeople,1,2,4,2,2,3.0,0.25,-1.0,0.8333333333333334,0.125,-0.3,-0.375,0.5,-0.8333333333333334,man,0.0,white,0.0,-0.5,0.5,straight,0,1,1.0,2,2
2175,215,Vulgar,2,1,2,1,1,1.5,0.25,-1.0,0.8333333333333334,0.125,-0.3,-0.375,0.5,-0.8333333333333334,man,0.0,white,0.0,-0.5,0.5,straight,0,1,1.0,2,2
2176,215,AAE,2,1,1,1,1,1.0,0.25,-1.0,0.8333333333333334,0.125,-0.3,-0.375,0.5,-0.8333333333333334,man,0.0,white,0.0,-0.5,0.5,straight,0,1,1.0,2,2
2177,215,targetsBlackPeople,2,3,5,3,4,4.0,0.25,-1.0,0.8333333333333334,0.125,-0.3,-0.375,0.5,-0.8333333333333334,man,0.0,white,0.0,-0.5,0.5,straight,0,1,1.0,2,2
2178,215,Vulgar,3,1,3,1,1,2.0,0.25,-1.0,0.8333333333333334,0.125,-0.3,-0.375,0.5,-0.8333333333333334,man,0.0,white,0.0,-0.5,0.5,straight,0,1,1.0,2,2
2179,215,AAE,3,1,1,1,1,1.0,0.25,-1.0,0.8333333333333334,0.125,-0.3,-0.375,0.5,-0.8333333333333334,man,0.0,white,0.0,-0.5,0.5,straight,0,1,1.0,2,2
2180,215,targetsBlackPeople,3,3,5,3,4,4.0,0.25,-1.0,0.8333333333333334,0.125,-0.3,-0.375,0.5,-0.8333333333333334,man,0.0,white,0.0,-0.5,0.5,straight,0,1,1.0,2,2
2181,215,Vulgar,4,1,3,1,1,2.0,0.25,-1.0,0.8333333333333334,0.125,-0.3,-0.375,0.5,-0.8333333333333334,man,0.0,white,0.0,-0.5,0.5,straight,0,1,1.0,2,2
2182,215,AAE,4,1,1,1,1,1.0,0.25,-1.0,0.8333333333333334,0.125,-0.3,-0.375,0.5,-0.8333333333333334,man,0.0,white,0.0,-0.5,0.5,straight,0,1,1.0,2,2
2183,215,targetsBlackPeople,4,4,5,3,5,4.5,0.25,-1.0,0.8333333333333334,0.125,-0.3,-0.375,0.5,-0.8333333333333334,man,0.0,white,0.0,-0.5,0.5,straight,0,1,1.0,2,2
2184,216,Vulgar,1,1,2,1,1,1.5,0.875,-1.0,1.0,0.0,-0.6,0.25,1.0,0.3333333333333333,woman,1.0,white,0.0,-1.0,1.0,straight,0,1,1.0,3,1
2185,216,AAE,1,3,3,5,2,3.0,0.875,-1.0,1.0,0.0,-0.6,0.25,1.0,0.3333333333333333,woman,1.0,white,0.0,-1.0,1.0,straight,0,1,1.0,3,1
2186,216,targetsBlackPeople,1,5,5,5,5,5.0,0.875,-1.0,1.0,0.0,-0.6,0.25,1.0,0.3333333333333333,woman,1.0,white,0.0,-1.0,1.0,straight,0,1,1.0,3,1
2187,216,Vulgar,2,1,2,1,1,1.5,0.875,-1.0,1.0,0.0,-0.6,0.25,1.0,0.3333333333333333,woman,1.0,white,0.0,-1.0,1.0,straight,0,1,1.0,3,1
2188,216,AAE,2,1,1,1,1,1.0,0.875,-1.0,1.0,0.0,-0.6,0.25,1.0,0.3333333333333333,woman,1.0,white,0.0,-1.0,1.0,straight,0,1,1.0,3,1
2189,216,targetsBlackPeople,2,5,5,5,5,5.0,0.875,-1.0,1.0,0.0,-0.6,0.25,1.0,0.3333333333333333,woman,1.0,white,0.0,-1.0,1.0,straight,0,1,1.0,3,1
2190,216,Vulgar,3,1,1,1,1,1.0,0.875,-1.0,1.0,0.0,-0.6,0.25,1.0,0.3333333333333333,woman,1.0,white,0.0,-1.0,1.0,straight,0,1,1.0,3,1
2191,216,AAE,3,1,1,1,1,1.0,0.875,-1.0,1.0,0.0,-0.6,0.25,1.0,0.3333333333333333,woman,1.0,white,0.0,-1.0,1.0,straight,0,1,1.0,3,1
2192,216,targetsBlackPeople,3,5,5,5,5,5.0,0.875,-1.0,1.0,0.0,-0.6,0.25,1.0,0.3333333333333333,woman,1.0,white,0.0,-1.0,1.0,straight,0,1,1.0,3,1
2193,216,Vulgar,4,1,1,1,1,1.0,0.875,-1.0,1.0,0.0,-0.6,0.25,1.0,0.3333333333333333,woman,1.0,white,0.0,-1.0,1.0,straight,0,1,1.0,3,1
2194,216,AAE,4,2,3,5,1,2.5,0.875,-1.0,1.0,0.0,-0.6,0.25,1.0,0.3333333333333333,woman,1.0,white,0.0,-1.0,1.0,straight,0,1,1.0,3,1
2195,216,targetsBlackPeople,4,5,5,5,5,5.0,0.875,-1.0,1.0,0.0,-0.6,0.25,1.0,0.3333333333333333,woman,1.0,white,0.0,-1.0,1.0,straight,0,1,1.0,3,1
2196,217,Vulgar,1,1,1,1,1,1.0,0.75,-1.0,0.8333333333333334,-1.0,-0.4,-0.25,0.75,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,1.0,3,1
2197,217,AAE,1,2,2,3,1,2.0,0.75,-1.0,0.8333333333333334,-1.0,-0.4,-0.25,0.75,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,1.0,3,1
2198,217,targetsBlackPeople,1,3,3,5,3,3.0,0.75,-1.0,0.8333333333333334,-1.0,-0.4,-0.25,0.75,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,1.0,3,1
2199,217,Vulgar,2,1,1,1,1,1.0,0.75,-1.0,0.8333333333333334,-1.0,-0.4,-0.25,0.75,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,1.0,3,1
2200,217,AAE,2,1,1,1,1,1.0,0.75,-1.0,0.8333333333333334,-1.0,-0.4,-0.25,0.75,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,1.0,3,1
2201,217,targetsBlackPeople,2,5,5,5,5,5.0,0.75,-1.0,0.8333333333333334,-1.0,-0.4,-0.25,0.75,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,1.0,3,1
2202,217,Vulgar,3,1,1,1,1,1.0,0.75,-1.0,0.8333333333333334,-1.0,-0.4,-0.25,0.75,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,1.0,3,1
2203,217,AAE,3,1,1,1,1,1.0,0.75,-1.0,0.8333333333333334,-1.0,-0.4,-0.25,0.75,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,1.0,3,1
2204,217,targetsBlackPeople,3,5,5,5,5,5.0,0.75,-1.0,0.8333333333333334,-1.0,-0.4,-0.25,0.75,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,1.0,3,1
2205,217,Vulgar,4,1,1,1,1,1.0,0.75,-1.0,0.8333333333333334,-1.0,-0.4,-0.25,0.75,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,1.0,3,1
2206,217,AAE,4,1,1,1,1,1.0,0.75,-1.0,0.8333333333333334,-1.0,-0.4,-0.25,0.75,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,1.0,3,1
2207,217,targetsBlackPeople,4,4,5,3,5,4.5,0.75,-1.0,0.8333333333333334,-1.0,-0.4,-0.25,0.75,-0.1666666666666666,woman,1.0,white,0.0,-0.5,-0.5,straight,0,1,1.0,3,1
2208,218,Vulgar,1,1,2,1,1,1.5,0.125,1.0,-0.8333333333333334,0.5,1.0,0.625,-1.0,-1.0,man,0.0,white,0.0,1.0,1.0,straight,0,1,-1.0,4,2
2209,218,AAE,1,2,3,3,1,2.5,0.125,1.0,-0.8333333333333334,0.5,1.0,0.625,-1.0,-1.0,man,0.0,white,0.0,1.0,1.0,straight,0,1,-1.0,4,2
2210,218,targetsBlackPeople,1,2,2,2,1,2.0,0.125,1.0,-0.8333333333333334,0.5,1.0,0.625,-1.0,-1.0,man,0.0,white,0.0,1.0,1.0,straight,0,1,-1.0,4,2
2211,218,Vulgar,2,1,1,1,1,1.0,0.125,1.0,-0.8333333333333334,0.5,1.0,0.625,-1.0,-1.0,man,0.0,white,0.0,1.0,1.0,straight,0,1,-1.0,4,2
2212,218,AAE,2,1,1,1,1,1.0,0.125,1.0,-0.8333333333333334,0.5,1.0,0.625,-1.0,-1.0,man,0.0,white,0.0,1.0,1.0,straight,0,1,-1.0,4,2
2213,218,targetsBlackPeople,2,1,1,1,1,1.0,0.125,1.0,-0.8333333333333334,0.5,1.0,0.625,-1.0,-1.0,man,0.0,white,0.0,1.0,1.0,straight,0,1,-1.0,4,2
2214,218,Vulgar,3,1,1,1,1,1.0,0.125,1.0,-0.8333333333333334,0.5,1.0,0.625,-1.0,-1.0,man,0.0,white,0.0,1.0,1.0,straight,0,1,-1.0,4,2
2215,218,AAE,3,1,1,1,1,1.0,0.125,1.0,-0.8333333333333334,0.5,1.0,0.625,-1.0,-1.0,man,0.0,white,0.0,1.0,1.0,straight,0,1,-1.0,4,2
2216,218,targetsBlackPeople,3,1,1,1,3,1.0,0.125,1.0,-0.8333333333333334,0.5,1.0,0.625,-1.0,-1.0,man,0.0,white,0.0,1.0,1.0,straight,0,1,-1.0,4,2
2217,218,Vulgar,4,1,1,1,1,1.0,0.125,1.0,-0.8333333333333334,0.5,1.0,0.625,-1.0,-1.0,man,0.0,white,0.0,1.0,1.0,straight,0,1,-1.0,4,2
2218,218,AAE,4,1,1,1,1,1.0,0.125,1.0,-0.8333333333333334,0.5,1.0,0.625,-1.0,-1.0,man,0.0,white,0.0,1.0,1.0,straight,0,1,-1.0,4,2
2219,218,targetsBlackPeople,4,1,1,1,1,1.0,0.125,1.0,-0.8333333333333334,0.5,1.0,0.625,-1.0,-1.0,man,0.0,white,0.0,1.0,1.0,straight,0,1,-1.0,4,2
2220,220,Vulgar,1,1,2,1,1,1.5,0.5,-0.6,0.1666666666666666,0.0,-0.1,0.375,-0.5,-0.3333333333333333,woman,1.0,white,0.0,0.5,0.0,straight,0,1,0.0,4,1
2221,220,AAE,1,1,1,1,1,1.0,0.5,-0.6,0.1666666666666666,0.0,-0.1,0.375,-0.5,-0.3333333333333333,woman,1.0,white,0.0,0.5,0.0,straight,0,1,0.0,4,1
2222,220,targetsBlackPeople,1,3,4,2,4,3.5,0.5,-0.6,0.1666666666666666,0.0,-0.1,0.375,-0.5,-0.3333333333333333,woman,1.0,white,0.0,0.5,0.0,straight,0,1,0.0,4,1
2223,220,Vulgar,2,1,2,2,1,1.5,0.5,-0.6,0.1666666666666666,0.0,-0.1,0.375,-0.5,-0.3333333333333333,woman,1.0,white,0.0,0.5,0.0,straight,0,1,0.0,4,1
2224,220,AAE,2,1,2,1,1,1.5,0.5,-0.6,0.1666666666666666,0.0,-0.1,0.375,-0.5,-0.3333333333333333,woman,1.0,white,0.0,0.5,0.0,straight,0,1,0.0,4,1
2225,220,targetsBlackPeople,2,4,5,4,4,4.5,0.5,-0.6,0.1666666666666666,0.0,-0.1,0.375,-0.5,-0.3333333333333333,woman,1.0,white,0.0,0.5,0.0,straight,0,1,0.0,4,1
2226,220,Vulgar,3,1,2,1,1,1.5,0.5,-0.6,0.1666666666666666,0.0,-0.1,0.375,-0.5,-0.3333333333333333,woman,1.0,white,0.0,0.5,0.0,straight,0,1,0.0,4,1
2227,220,AAE,3,1,1,1,1,1.0,0.5,-0.6,0.1666666666666666,0.0,-0.1,0.375,-0.5,-0.3333333333333333,woman,1.0,white,0.0,0.5,0.0,straight,0,1,0.0,4,1
2228,220,targetsBlackPeople,3,4,4,3,4,4.0,0.5,-0.6,0.1666666666666666,0.0,-0.1,0.375,-0.5,-0.3333333333333333,woman,1.0,white,0.0,0.5,0.0,straight,0,1,0.0,4,1
2229,220,Vulgar,4,1,2,1,1,1.5,0.5,-0.6,0.1666666666666666,0.0,-0.1,0.375,-0.5,-0.3333333333333333,woman,1.0,white,0.0,0.5,0.0,straight,0,1,0.0,4,1
2230,220,AAE,4,1,1,1,1,1.0,0.5,-0.6,0.1666666666666666,0.0,-0.1,0.375,-0.5,-0.3333333333333333,woman,1.0,white,0.0,0.5,0.0,straight,0,1,0.0,4,1
2231,220,targetsBlackPeople,4,3,4,2,4,3.5,0.5,-0.6,0.1666666666666666,0.0,-0.1,0.375,-0.5,-0.3333333333333333,woman,1.0,white,0.0,0.5,0.0,straight,0,1,0.0,4,1
2232,221,Vulgar,1,1,1,1,1,1.0,0.875,-1.0,1.0,-0.25,-0.1,0.125,0.25,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.0,2,1
2233,221,AAE,1,4,4,4,1,4.0,0.875,-1.0,1.0,-0.25,-0.1,0.125,0.25,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.0,2,1
2234,221,targetsBlackPeople,1,4,5,5,5,4.5,0.875,-1.0,1.0,-0.25,-0.1,0.125,0.25,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.0,2,1
2235,221,Vulgar,2,1,1,1,1,1.0,0.875,-1.0,1.0,-0.25,-0.1,0.125,0.25,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.0,2,1
2236,221,AAE,2,1,1,1,1,1.0,0.875,-1.0,1.0,-0.25,-0.1,0.125,0.25,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.0,2,1
2237,221,targetsBlackPeople,2,4,4,5,5,4.0,0.875,-1.0,1.0,-0.25,-0.1,0.125,0.25,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.0,2,1
2238,221,Vulgar,3,1,1,1,1,1.0,0.875,-1.0,1.0,-0.25,-0.1,0.125,0.25,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.0,2,1
2239,221,AAE,3,1,1,1,1,1.0,0.875,-1.0,1.0,-0.25,-0.1,0.125,0.25,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.0,2,1
2240,221,targetsBlackPeople,3,5,5,3,5,5.0,0.875,-1.0,1.0,-0.25,-0.1,0.125,0.25,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.0,2,1
2241,221,Vulgar,4,1,1,1,1,1.0,0.875,-1.0,1.0,-0.25,-0.1,0.125,0.25,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.0,2,1
2242,221,AAE,4,1,1,1,1,1.0,0.875,-1.0,1.0,-0.25,-0.1,0.125,0.25,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.0,2,1
2243,221,targetsBlackPeople,4,5,5,3,4,5.0,0.875,-1.0,1.0,-0.25,-0.1,0.125,0.25,-0.6666666666666666,man,0.0,white,0.0,-0.5,-0.5,straight,0,1,0.0,2,1
2244,223,Vulgar,1,1,2,1,1,1.5,0.25,-0.9,0.8333333333333334,1.0,-0.7,0.625,1.0,-0.3333333333333333,man,0.0,black,1.0,0.5,0.5,straight,0,1,1.0,3,1
2245,223,AAE,1,1,2,2,1,1.5,0.25,-0.9,0.8333333333333334,1.0,-0.7,0.625,1.0,-0.3333333333333333,man,0.0,black,1.0,0.5,0.5,straight,0,1,1.0,3,1
2246,223,targetsBlackPeople,1,3,3,2,5,3.0,0.25,-0.9,0.8333333333333334,1.0,-0.7,0.625,1.0,-0.3333333333333333,man,0.0,black,1.0,0.5,0.5,straight,0,1,1.0,3,1
2247,223,Vulgar,2,1,3,2,1,2.0,0.25,-0.9,0.8333333333333334,1.0,-0.7,0.625,1.0,-0.3333333333333333,man,0.0,black,1.0,0.5,0.5,straight,0,1,1.0,3,1
2248,223,AAE,2,1,4,4,2,2.5,0.25,-0.9,0.8333333333333334,1.0,-0.7,0.625,1.0,-0.3333333333333333,man,0.0,black,1.0,0.5,0.5,straight,0,1,1.0,3,1
