respondent_id,anxiety_score
R_3k7AQ5R8Y8IXooj,44
R_1BYmKEN7JSnlrFG,76
R_31bnsT3NuFMhbux,39
R_1Nlaetv4Xpwfn1m,60
R_1OHWFrsCj3prRTm,25
R_3CWwpEOhXg9mfpQ,49
R_2pJnCINKIXGlKG1,44
R_3iPep4WYfU73mGY,63
R_2pRAZnDihb3nZHX,52
R_3PcvhL4yAe6A6ER,29
R_T5dhj9eWIIL1Yl3,31
R_ezc20fHioUBM6Hv,35
R_1LpOe8EtyDvnQi1,65
R_22Y0MXvV15eUdCU,59
R_oXMmsLxjZdU4PxD,43
R_3iJ7VXPrHFyVa6L,23
R_2SCgd4DCOIXDyo8,42
R_1erFgd7LkDX74Pk,44
R_2rGtHyVsai8yw2A,43
R_We7klFD4NYEooaB,38
R_2SuZQtCZXV2yEiM,30
R_xbb2BQ3BtU8Zk7n,39
R_0lwXx2b5qhFW5nH,52
R_1g72HUHOwnA1jKx,45
R_31NRGO3uf3DuiMx,57
R_3m80TH5d1hU9Qp9,67
R_2fC0wsHz7skUkRv,50
R_1giJkRzdgr1vWTb,27
R_RzCxnGd7RXTeEuJ,33
R_3kazvt5lavD3IVR,53
R_2S1Wa1KKOxdqCH2,61
R_2Y52LkOocjL7fME,53
R_vTYnqkeMbLxWGQh,44
R_2uVEiqSr5YWv0rQ,55
R_2QDmCNZpspWhAZP,61
R_9XIpbbIuok6VDYR,57
R_214GoHZk5dgMR3X,52
R_3Lc2XaaymOUwcYT,42
R_qUPRLm58uTI7ikF,63
R_10GdXYlirLY411u,26
R_2ara7JrfAhJ8KL0,51
R_2wphb4G5yoyvHwi,49
R_1oGUXGL7lOND2oZ,57
R_3XaabZdvfPlI66l,31
R_1HdwrgpNYTLfoWP,42
R_3iC0Acog4I55hV5,45
R_ZDKl4AReezcPtMl,51
R_A7DURVEmzVHmnqF,54
R_1KcC4rNsGdgz78t,44
R_YVPJrd4DWlijxRL,67
R_1mCMi5IopUWT2hD,31
R_12ukZG5D6hWTEcJ,68
R_1jjJp40hAmtlYKm,35
R_1N4l064VFkVK7jl,58
R_3ReJor4p8tOuxPQ,46
R_poWOFzFYjJp3lqV,38
R_W69YHmRvrS4KjQZ,46
R_1pEBTfqm44Sqqtw,52
R_b30tBZvrx34nDJ7,34
R_z0tJoCXSnCKOio9,55
R_30cJnLgMClvn9j2,46
R_2pL9kPMoCB1wxz3,44
R_eVi5eqKCsvsq2T7,41
R_3oNu8ANTl7JIzcs,43
R_UR5hd39iWJVOVnr,29
R_10wmR0f7sSyjfUU,51
R_1hX8X1U2mgkXkWV,61
R_x95MqKc59LCuPCx,60
R_0iT76oy9o5CVbAl,50
R_2Pj7I2EIMslvMu4,43
R_1oaHxX0UgalEuxT,38
R_2sXVNdQck3jcF9X,45
R_2QPvT5yoB0ekRP1,60
R_2VKEwbbwglRjTqR,43
R_2A0iMZ2f4ZSHFZH,44
R_1gSV2K0JZYivvUq,33
R_1I5depz6ASpP2YF,49
R_1dLhzRLrLQahdcu,39
R_BRCYe34MBsp9tkt,51
R_w1ycD7NB1Eqwfsd,50
R_2t3WywOyYvxT3vc,35
R_2xQM06KaQHfdFZB,31
R_2S8ozDhmRiAzwHg,35
R_1gzKMCLQsTCpvaf,40
R_1rNsch0uURA2TFr,70
R_1f33q09k9LvUyFZ,44
R_2v6OHR9TXeMEJSP,51
R_3pcmZGMA0KKIUPw,26
R_1gOOg4fjapeoTdN,45
R_2X4pWFHdnuwhjGl,40
R_1OPmCvE4FTZM9hV,26
R_w5UyiC3JF89PNZL,30
R_bqHPOKexyw3GVUt,50
R_BPQjGwAhP16rWRb,69
R_3htHwBmqL1P3Hvr,42
R_10C2a0cuZdYGdSB,56
R_XSYKKmuGnq7fD9L,30
R_2fm9GpK8VHtjGPW,30
R_ys6tK2IPhmHhgJz,39
R_1d3LVCWMkTZQDdF,58
R_3P80ET5L9yQsOcv,52
R_xxW0EBGcxNWEY49,42
R_2ANn5FUbkZIcyTF,29
R_2DYMicGyxbshFKW,51
R_22XP4kuSW85fEi0,39
R_2uR1WmVXckbLfA7,62
R_2SkpVgUK9mkSGWk,40
R_28UKKLw0fvc1Yn8,49
R_2EzcTNcz07DV5Y5,68
R_2riparmrpuktoUc,51
R_1li4lD3uv2VDZUW,41
R_bl9NEk48IJNc813,31
R_yvDQMipyaMhuCdj,47
R_3kufZ8db49kuIec,54
R_aY4P0l5D0z5NZLP,64
R_20S97zAcOnpuyXW,45
R_3imYcWlmQnstnAD,84
R_10SMrJ6stjTxt1E,38
R_2xL5FKlxIlDqKqa,55
R_2CB8bFwIiD7UPAl,38
R_cY2OQtNZoaOHtkt,66
R_7aDOzU9XDUaGNBD,45
R_24r5IFQfA2w8h4N,56
R_BRhubkZNQ6bulrj,66
R_BPzP5ealnnpoM25,42
R_viSuzK6ebcSilNL,40
R_tPtq07gf7qHX0n7,66
R_2CUIr9FzPnwiUXV,53
R_UsBspFZ1keMn25H,32
R_3ksNpGVv6TeL03H,35
R_3IXNeB3B09tCJkq,51
R_2BgkeCD28gLORj2,31
R_UiM8evdZca77XJD,39
R_2qCVE6FySpKxpI8,32
R_1qVe4raXsGHYi8B,77
R_3m4z2NGu5SwFVMs,51
R_BSpXiuxQGa4BJ9T,55
R_32MhJB47fCWq7KD,28
R_yHAT8DRhd86jGy5,57
R_2eOtfsNXMyyx43x,51
R_1kNDAVXwIbd7rxK,53
R_SQ0hnfqIVEUdL5D,48
R_3suFEngPi8DiVej,46
R_2y2BnmXIpQlx8a2,58
R_2VkY9oQceNmVf8E,54
R_Re4BkxCdYwsGrNT,33
R_ugl8IIlHavg4nxn,52
R_cCLtNOORJF04tuV,40
R_2w76iu45e301mST,34
R_3ltajVCpiRBmJoi,42
R_1o6I2S7zwQ9oAEY,65
R_R3N8n4Sd1jTxI41,33
R_3njG0Fh9zg6pKIk,30
R_PvoRigMy9GWNLnb,49
R_30ufjxUITckbapn,36
R_2YWy0fi18vyjykm,30
R_ym6wKv6olwdIRgd,41
R_1gHi9oYZ8HPDLM1,40
R_128UeniNy0MV8m3,28
R_AoYsJoylwmh036x,52
R_3kLqLMRV5wmwRmk,45
R_3iBWFHt1cbRl1or,47
R_1oA5XiYKWcuKTD1,56
R_1diUrRKi5bG9oGk,46
R_1jIoW2WG6uTDiMx,60
R_1IZrhFdnYFv76q9,52
R_phP4KQSPjbbQ2el,41
R_3KHJy3aDdLc2wWv,29
R_W821zAouaTFiVNf,34
R_Wwjyy7NQe69vzax,56
R_1gCPmmaww0Tj7fx,49
R_20MwkVvZ51MXn9Y,55
R_3r0A1kzMbaZyvvm,64
R_2v21LP9PDH3gNoU,55
R_2Tv1RL7UCM1LAz9,40
R_3lJIRrCvJhqToAv,54
R_shTGdWg3lCPKKch,46
R_27qvwLL6YgX7nmI,42
R_w5zanMJoiaUZkdz,46
R_23fqCP2xyvxhvHo,35
R_3HFi9MluYuWLsKC,56
R_22wWji6CminVBwE,58
R_24cIpNZXSlpn2Lt,55
R_1JW4VLbcsBpXoxw,55
R_2TRezdQ8Bk8tkXw,43
R_12yfwoch3PmyMY5,38
R_10u8eHsVJIqaaJx,48
R_1dvnKHkfioWLyIJ,56
R_C9Q59XRBKQUgXFn,56
R_3iBV2xOLBei73us,36
R_1JFN5TwnHZ1Ac6w,41
R_337MxPPecAsC8Vc,28
R_1dzD1XZmsQMSTHJ,39
R_22kTAmp831CRCt3,56
R_VKgZ5JNEhZrcYY9,51
R_3n5VPd2aA1julNr,51
R_ROat0DEbUWO4USZ,26
R_wM17j7q3vJWZqQp,35
R_21AEix5yS8P4Tio,51
R_3et3GmsRqgecein,49
R_1HcQWklprOSXvMA,48
R_1GBx7DCcLOBVWuV,22
R_3lzDrHje9MH7dEY,55
R_ZJJABfTxCe9fJL3,39
R_PMtRAnor62rE9JT,38
R_e9Z10idcaeO1oWJ,40
R_2TyPwj0kg1KpyJf,80
R_3RelQS9OGxZS7zc,47
R_3J983CnSjQiC057,44
R_3I4ARcRh2jYL8sW,53
R_1JKGdkPW3W2fNs3,28
R_BX2s3hMKzyY5IDT,25
R_1qfE8jBRwGoQYB4,59
R_1kFdH0kHagbRseK,47
R_333HXJXrWtCuWxi,59
R_2D1wMg4BGC1Si09,43
R_3NzeZzXK4oaDq5s,32
R_2xPGDYvKN3dRWix,36
R_3KJI6Haw1JUlu2h,63
R_2dYEKmjPPDzHdWK,35
R_3ekoYtT5y8FrjDE,48
R_NVCnWiSgWUeJsgF,45
R_ptN3VDtNzTMnE0F,59
R_2q4r0RxOeecndFE,66
R_3kiUzDjk6aQPBWm,51
R_3CVl679Nl1NAAZ3,45
R_sgH9WuwxA3yPqyB,60
R_1GPo4eaaoZ0slSh,32
R_2Va79uuR8i01Ks7,31
R_1lftdzqOK0n0Kku,47
R_zYlAOKMo3PGH0w9,48
R_1NbvGjZ0lrkjoK6,39
R_2SruKg0W4PkMJr0,54
R_21hMIYfzjqH4nd0,54
R_0rdN6bP5Altat2x,58
R_2dSfwuJuwxwA9d0,43
R_302HggpPdr0l6FP,60
R_1ihtGZrYcG8hSAR,56
R_10Nkrhg0DzsDILg,62
R_3PRVsQ2IM4O8GBk,56
R_21hdFfkYi1EaoMU,61
R_2rMFAq4Grjkkxqx,47
R_2EfWRo02zFd4fj5,32
R_1FzlCCTvz8u0Vqc,51
R_b1t27Ux6Ltsfsvn,22
R_3KwSepq4gO5iNlr,67
R_2BsNEOv9GvYQTB0,49
R_25BJNrL93t0vr2e,54
R_27rMLm5gBTPREOA,46
R_3hxT6zUG7YN7ToR,64
R_27sAwU5dMyvKR8P,70
R_0H7jeIMm5pV11fz,59
R_2f208tlQSA2Lfis,38
R_80NgH1eHXD6DbYR,54
R_3GiEcSF3AtiErD0,22
R_2rZ1m9itlIJL7I0,60
R_3Otx1iT9EcBiGt3,36
R_3k5jusWutxjfG31,49
R_2s4jqfM06qG2a8y,50
R_1kMRgKR34y1nRtI,49
R_e8nAAYaMRDjlVaV,50
R_4YGienLNPq1zptf,39
R_2905KepZD5aPnHf,36
R_2wGeAUpcuEs8WaN,47
R_2eWGOh7ayjbChpo,51
R_7WCERR8Df3ZbTOx,47
R_1g0x3RtTO2C8tFX,59
R_yn1cNTcWmiuzCMN,57
R_8jlLpim52ADcdvH,46
R_bvEfWxNbTnAViq5,50
R_1prkDzQCumNbhka,50
R_3hhxJZ7lbzmKDRa,37
R_eFB3dtl1ojJmk7L,37
R_3NwXiA6iFCIUODC,55
R_1hVVnUMne6MqLcL,42
R_3ltYMLbCR0uyuCk,49
R_skeTaMPTXpGwOAN,49
R_psHFVqFTYZBFS2R,44
R_1i22eOWu41FbHwy,32
R_28FI5p432aPLq2O,40
R_QiuzNOS2PZ1tNPb,36
R_10HqCvTzP3CnCpd,45
R_YYOkoFDTMiqIGGt,42
R_vfBnMyrbEHlV3rP,49
R_1Fyq1LNuefuKw1Y,58
R_qx5gJRe4vSHu46J,47
R_Z2k9XttuH5SQsxz,63
R_27CjprURCF8LmWV,40
R_2YqXhorGC1irxBG,54
R_TpFCerZ2nkJL82Z,85
R_PtfOYdSdM58geCB,48
R_3NWjrPJ1ggvwAd5,44
R_1Cg5DUX77xWG2ND,60
R_3p4n5aXxURCR8k6,52
R_bPhSn9zKuA9d94J,37
R_3CPHgwMkGdZ3F7s,21
R_1LuR4oZxx3Yl0mR,33
R_24BIXqMevrQLLbo,67
R_1Qfljzo2Zwn6lBT,26
R_2uO3CVIqP7GdPfV,38
R_6S74xnaTiUEi4H7,58
R_3hhlankvD2Zhzyi,40
R_3q8Yc0Q5gmWPCjN,49
R_2PtG6a113Hgt5E3,59
R_2xDFZIRgOnGLuz5,31
R_28OR28JqgbrlwTI,41
R_dg4mKjxapFjCEI9,61
R_26gsyzo7yI5JphM,47
R_SZyRPzLJzog9a9z,70
R_20YSpEujr4C8i6I,49
R_x94scc770khb7j3,43
R_XYdURz2zoQMkxiN,55
R_cZUzSxyc2v4sexX,63
R_1OxWqtdZ0U7qZvx,48
R_1ouRhDFRzcREL8i,39
R_3Ppi5OxmkRn4BHO,45
R_2QnrCUOQ8KNS9hU,51
R_2wt61hHMVfHw73A,36
R_ZkLF08GuOWb6wlr,63
R_2Y9OBDAZpsKCy7G,60
R_2V4GGup4jX6YSLh,54
R_1ez4S4rLFdTqpem,55
R_1HC5bg3zcLvxQBz,46
R_3TXPvROivJUNigN,57
R_yZUwFhSuYYYb8e5,47
R_29hP1T6WMPW5NVu,53
R_zVxdJQOagFPifId,46
R_xxXRq62OcJXIfap,34
R_2OJFLjjz53Q8pl6,50
R_djrXeKvk3Yyj8LD,35
R_1PRCfP6nc3xQjxM,61
R_2qrCsfDnCvvm90a,54
R_uf86EkHpgoCjUlP,30
R_3OcCqXbWU47npeH,57
R_8pqbVZx3S9fg9ZT,51
R_YVQTnuia2Cjpd4t,46
R_qRvw26WkDlszHFf,40
R_tGrYP3X81oFiiwF,59
R_3HYqSnIa8wtkjWT,41
R_2vffD0fPrdJfI4v,39
R_2fDrCgehXjL9DXM,71
R_2dEokgZrAdEIEut,47
R_2dWmy13MqfJDWjC,42
R_3CVma0KNE7BIJ1s,28
R_6A5398OUoTO4xjP,57
R_1FqC4S9thqlpYZX,42
R_3q9EgrF2vcK8hOR,51
R_Od032ZayhujkSDn,46
R_sZ204t0JVksFBWp,33
R_2eXAoY3Dp6PRl1O,59
R_3faxKFq4qPWOY5r,50
R_33wOxCU70wypK7a,57
R_sdT4edrfKuZdA0V,35
R_RXKhNMntYqkG60F,27
R_3n96lzfbMGQf9bH,54
R_2VHZB37iIOcNPPd,47
R_3Mbal4eqiOA7nbD,32
R_XM8cGAZHwDra4ql,44
R_21acEC4BYGcYuOk,45
R_1etaPWIEX3vjOSQ,27
R_3Migpp8MPQFJFtF,57
R_tMrpeK7LgnpgMoN,46
R_b9oGSnmT6qsAU0N,61
R_2TL9CyL8IOwdIO7,57
R_1QMeiQhe9Ujj6xs,64
R_3NLeAL9msAY2tq1,49
R_2wvKIuSpTpBCgBf,38
R_2RNSUwxls2GoIhj,30
R_20Pc79fJjvPd2K0,56
R_3KAVlPOgwRlk9FW,55
R_DSLaYLs6eRb1Ihr,28
R_rlL3UqtrbWijpzb,52
R_0CJljw1rm105Blf,42
R_3rHPDld0UvSKgKO,34
R_2CdoODpckOeeiro,35
R_2ylJ6F4iGw2SuXm,61
R_xmynOLiwuftXISl,27
R_2cqR1Znnv45FzDH,41
R_2rOBeSyZxGdtrHe,34
R_3n10jFaBlKzMsTI,73
R_2wKMzydq1AEAPWP,45
R_25yzKvwrOPP2g3e,69
R_1Q583LMM1Y0MnTQ,66
R_shxOWt2IXdaWF3z,39
R_2e3USo6mZauDtQ3,50
R_1DNG70WFkwGfH74,60
R_2CNQIvoxFgBjZoV,36
R_3MEfughIvUyK8kS,25
R_264mcZwZJKMmZsm,42
R_PZJV1o6N35qCzbH,56
R_xxd4hp1F9Lzoxzz,47
R_3DqEWTBPgI8hbWA,43
R_qxcY7eGOLGaYqw9,50
R_sHfKve6E5dHext7,38
R_2WBVl0niLFn9elJ,42
R_2uUn30qGeRaqirA,43
R_26bT3baj4ZHvM8B,53
R_3lFXO9nZWBNJUOe,69
R_1LuoeDmEHtDNF9f,54
R_2uZGWj8Md6jsA8J,42
R_3HnaX9fiH0kR9sV,56
R_3NPbjUZtcEoDJvc,44
R_3m3GT6lEaYhEmpK,43
R_BGw6EjBF9AtkSxH,46
R_3oA53RLFMm1tDdu,50
R_8kMjn93SFou1bln,35
R_3EDSWxtKKyy99Vx,48
R_O7fGMSSyHahtCOl,54
R_9M0TLkPnmHoV8VH,27
R_2PAoqFFMuHdnbfk,70
R_1oHXg0Yaxom9qUk,48
R_2AQLbx6EHp1xaXp,67
R_3q9cfaKi1FrzNXq,58
R_D7TNQ423spW9yKd,65
R_3freJeicsQGWNpG,76
R_3fktK0Mr0DBTIEn,46
R_3ixMCsUoGIEbyLx,27
R_2YG2q3oKJjvbwHb,61
R_33BfNBilcVzC8U2,53
R_2Si4VGihyFz7Y6V,64
R_ZfwzXLmLpVWxGPT,55
R_3fYH1lLIejLy2ME,37
R_3e2JDNRfHnCqUUK,46
R_xxSXFjbRFERh7UZ,42
R_3246INTEk1hGGZt,50
R_dbTw4QQpM2269gZ,31
R_2xE1o1J7Fc4un8d,26
R_1jZbNytL8INm0Z5,46
R_3ksQt5miPNZItRn,75
R_UzqnpDWB9ekR6Eh,31
R_1qgEHtFb9ebZ1rU,56
R_1OJ0tizceWyZX2p,44
R_3Eioj5qWNhP1TTw,54
R_1laGR7wF0PmMJcj,38
R_SBM13h7kzm1xBV7,68
R_2t3PCHVzrOdZwxb,37
R_26kF6xDb2wYgLSz,57
R_2wEu7suPYlbTFzR,58
R_2TYkNn7RAfkbSnf,56
R_YWHN7JpMkUnXtL3,58
R_21bm2I4wpg7uI19,55
R_26eUtQBXwlGV51o,45
R_31pmACihC88a6Yp,42
R_33lpsRznpjdqENz,31
R_1IHm6ceKHr2u8oe,46
R_puaqTqlIiWUWXYd,34
R_268sez2RlTMqX3y,49
R_27PbX0AyiKiqMAD,71
R_a9SAEeLkvGIqVl7,46
R_2VEdgRYlnw5yco5,59
R_aXDWsVHl8E02orn,57
R_10TA90gzTHOB5al,46
R_DM3qrgq4BnMOzkZ,50
R_2VQIMTeuv64ZRBO,51
R_1JCRBK7hR2KW4Mk,57
R_2f8uW5FB7wgfYzX,54
R_2qdFc27PDqiP2NE,44
R_6Gpg9oK8GbVKrfz,27
R_1NwAxruExoyiPmh,33
R_Xj4UupfcpNTLOvf,56
R_2PkghjHS7zr8mHt,49
R_10ViVTPZShyJKhn,50
R_W6cIcalT4jUbML7,34
R_2rI8DTOVaCAM9qd,34
R_2dp8FXH12VvQdHP,51
R_2qjDajAjOIxv87Q,35
R_1BWnt16crNsOMlO,31
R_1li1v9kxpMgAkzb,51
R_2Pcy0501eyoVd8a,50
R_1pxI0z0Ufs2PSsl,60
R_3emBLb4VmmeS03G,46
R_27apjgoY2L2KIOn,32
R_2vcbhDrxB86IIRD,44
R_21glzPy8CmH6IDb,63
R_2fl2bbownBq7zcm,32
R_9EOjRRyPCe8lb8Z,31
R_3oTnUEAzj5nrjg9,24
R_2R9xpsSEZyV8lde,55
R_svWMBeq6ET4n7jj,47
R_2WIJuuVs9wXCh3i,54
R_12AtjOkKwuBsz87,48
R_Drd21GjNvWO58dP,47
R_1GEmZI86vyPcwFP,58
R_tEhFFVsUeQtxIB3,52
R_3kzuWwJmo4vtuRz,50
R_331NjdowNGuaBuS,57
R_elgattpvxJl57kR,37
R_1q1U49NE2TnPlq2,64
R_1rky8mUIysGZUv0,71
R_1lhlqJjay8rBqMr,30
R_2trpFzndsfKnQ7z,35
R_2YVpmFAJLIoa7Pf,63
R_dhxNRvn0W2VuDsJ,76
R_1IGZVZRmpg4HPZL,51
R_1IYOkWFpGyQnsa7,41
R_3CIYnwQTsAhPSbN,23
R_22SldHZUxrM8oht,54
R_2ZEwAyRpJV4TYu8,47
R_8cqMtF7lmBAHU9r,40
R_2P6kKu81mQNlJAN,33
R_2vYs8LMzRf7NLH3,55
R_2wS2sGb1N058hFw,50
R_3P7vK1lWaeROXGv,54
R_271lXQb3BMuLIXG,47
R_3kOph4Pbp85bxvX,43
R_2DYyJkrMpwLQa1R,61
R_2bOCyi4t5oAPast,46
R_1OAKoZOGTEVGR78,54
R_DczDvdlnYAQsKCB,32
R_2ydrD21EU8tQkI3,42
R_1QEeGK6Po5PpNZv,55
R_3Gj1MqDsDnM11f7,46
R_1H66KF9jXteDqOk,48
R_eOJjJuKb0HiYThn,53
R_a4aN7RLzWvHjTm9,60
R_BVY7yPti01Hzrr3,37
R_3hAZ83NIwhy45TD,49
R_25QQQ16LEjUBIyh,45
R_3PujAOwoE0IWSvi,53
R_1TVp2jaeftUPGUN,46
R_9SkVdLNADEuPedb,55
R_32P9L12JNcVS1YA,48
R_1N2Gk2S31EYcd6V,59
R_1pxjdWvr8lmWnZ4,35
R_1OYLVNrLGMExf0b,54
R_3iFkZsqgPlEdip0,60
R_afuJRokuDQc6qdj,47
R_uxGAMb9GwrJcAs9,45
R_WATTDuUCKWZ7kGt,52
R_BqZNwpu33FbdUpr,59
R_29gnVLakUS555Qe,70
R_2PtKuno39Qbcmbt,49
R_8AfGyVB7A7KWWZj,54
R_1E4mWujrgPWMTmS,45
R_u3ViacnKHECvJzr,61
R_RWjIAHokw6DoelP,52
R_2agiE1FoB0vSu3u,74
R_29mkdYpuVxjFIIl,53
R_3gRenOW1gfXvoji,45
R_1IFz89QfBk53UaJ,37
R_24kpW928qVLOCKG,46
R_rey6TCITsgBzeqR,34
R_2zGBZUz7zRNGMwO,31
R_2aX2x8d3LCdzUyt,53
R_2RaFUfoertrN04R,100
R_2y2Fxo7bu49ZslO,40
R_1nOZMXdItb3ndyg,68
R_3p6knvOPzaJkCdA,41
R_10SrHrBW5eAx3S8,23
R_3JnkpxERMQ8qNJj,57
R_XhvOJxal0OT9mQp,60
R_qWy204GsgITNWFP,66
R_1qdZdf3MRn8mMnZ,45
R_1KpwrwuYFht9QlF,55
R_3PZYJu0ANCeuGca,31
R_svsovDyWtOdoCEp,26
R_1oulhbH64cujaUu,66
R_ub5IwTtgKTVLAlj,49
R_6KfIrfxmwPsqN0t,42
R_elYFFjHSTJ3r8Vb,23
R_ODcGNUIVrh7u9Md,64
R_2fDJaNZSxuJvWc3,66
R_2Bg758iFDnWduz4,43
R_beypsisBHj7bGZb,47
R_3fZeW8s93Dp1kM8,41
R_2dXhuvt8nrKrqDy,43
R_3ELpjmZJmzGQ6BO,59
R_1guNDSt2aSonFi6,30
R_31mjlrWU4Ki7S3e,40
R_cusjbM7MK9nNVOF,71
R_3noNQjsySx9r78f,30
R_1rrewaxox6bmxCA,35
R_1oAAYv0fwaiktmL,46
R_3VpulZ3VHqa5HKF,36
R_vCVdgVJn0QujPup,68
R_A0t8E567giuU0p3,52
R_32WMYa0HufIPSnC,48
R_3CVGUsdtaa8bl87,44
R_2ClTArPS96xhfHO,51
R_3JCMuNDyQkMRhfi,33
R_cTvNIiRVSh4YsUN,57
R_1r1igF8ovLOz7Kj,47
R_2f7R3oLNfg8DcMp,43
R_247ERXtWmPmmLbX,59
R_2rx2QE3ZuKF1Ley,40
R_xgAhoiitHqzPmTL,49
R_232j3CSj6Ccj3yf,50
R_bfMAmG64GS9HqW5,50
R_1HjJqdrpeL3LW4o,37
R_2wi4JwILYeQheja,40
R_2vYT6suV4FhYAHk,47
R_DRTQeLCiEqPWqRj,37
R_2t2N2Y7KLw7oa1r,67
R_10pfDnF5DZr5VNf,62
R_2fK8RPzSklf70Rb,48
R_WqzTVaucDFarTSp,47
R_2uJ1muQn8hB4SKq,58
R_2RWF6u4bL8rUUtl,26
R_1Iod3GtU6pk5xa5,23
R_3CDWc2pVeAmDByd,53
R_ywDvzbV4XAoXdT3,53
R_6thuPBQlqPBThNn,49
R_2VKMp7wSvOlk9LG,51
R_3PXr01C5QrwKnXU,69
R_12bfUOQW9nukQLe,38
R_3qIJBHysYzX7dZ8,64
R_1DNgjAY3UEWZ0cY,44
R_1esk2bulMAoXSUz,64
R_6yZn03BcMO6FlOF,53
R_1MMSIYGeIXxD9hC,34
R_2YgiG8B51lX6xJo,35
R_2R9DuFWVO9ahI2U,69
R_2zBKNHSFYdsoJX2,57
R_3NTV3Rk7gwHB9RV,46
R_2EbGVv78GYWe8rD,33
R_3hc0j7sfciBmhAt,52
R_e4jspuajaYG7CJb,35
R_ezFDApHgZngVlDj,59
R_3P7yIFvAhHMyMZn,56
R_2zYeahm7uSIvaw1,50
R_z6fEHG738MExcWZ,42
R_3smKsoacxwydEFo,54
R_27EBGEFi1DyziVN,50
R_szYTLzDg5nNHFrH,40
R_3PdXjHl6DqMK7S3,50
R_3HYppclVomQ1U0x,44
R_3DihSpCJbzLLuEm,50
R_3PRYjwzd7BRwFFJ,44
R_2c0LkQ70jlqwGJL,38
R_239yyz2OTi4NAfr,46
R_xsXbhRnc1fRcaVH,43
R_1qWBVU43ADdBaUa,26
R_1riwgxAYWBCssTG,51
R_qXuAubMCiyHftXX,57
R_1i4G6ibrr0McRuq,28
R_1hNnikMASP6Sgzc,52
R_2as4UmC9fyw0RRl,53
R_2qdxTpPf2ieuDyT,39
R_2wAcy90mVKvEczM,52
R_123TfmxJ21dOVzE,52
R_2bWcyUVCqF3jCXf,46
R_3dY7S4NOU6ujkTy,43
R_3HRjclSBs1MXnq3,39
R_3HCgz2GFveFwgI9,50
R_z9kJix2DRtaoEo1,31
R_BrWIkPNW6xsB4ml,29
R_daLprHwX6zDi6R3,40
R_26hGFYcKD7OfrgB,51
R_R2XhPi7vVPNmp5n,53
R_31c4bkaoC9oFDvy,55
R_oYsCMz8oHw1bvDb,59
R_33x2HdaVNLYta8g,53
R_12FjnISykgtwzz2,56
R_29nvo6n4Fs1U06X,69
R_2TSMUvlKV8fnidY,46
R_2zXP0ycT0gaUyH2,43
R_1yKWE2O5bMfs8gx,33
R_ZKKITeMMcbHiONb,31
R_3GjRnE4O0Xj6vae,38
R_1cTIF3Kr7ojhG66,35
R_2bISLmZYH5xPjuQ,59
R_1kFuH1ogpl6HF14,57
R_1OCw2n4rqih1g02,58
R_2EskES6M2p6Opai,28
R_1gjsNmko8NYrXdf,48
R_1pQlYO62MzqBVJn,24
R_5joo3Hf27ggLCmZ,43
R_AEyZKPDrXCtLLfX,67
R_1rDlIph68HBQKKf,31
R_1C4m1gMMM3ZSFQC,34
R_1MM6qfayic1H9Sy,43
R_A6vEunsl5EoPDpv,44
R_3HTuSsnhAuH5Z4w,61
R_24u8DkD6UYYxNZm,55
R_2wFC3R0mTAZ3VM9,56
R_2wohsdABYSon6vp,40
R_3oFR0GU7nTyw9HB,33
R_sqbzciQIj7rbK6d,56
R_rlL52iYVIccUSDD,22
R_1OHUdCeYKQZvkmX,44
R_3RyjTyyiyoNw3HZ,46
R_1P6MRElPiDRu8Nw,31
R_T7TExBY3X6jfrIB,52
R_1DqX9JgqYpjqteY,51
R_2V9kzYLN7JJJF8a,49
R_3OfDY3LpFwlUi2U,51
R_wMGIZtfpqOS6RI5,60
R_3ESWXOaUyeQEq17,68
R_2z6he9wp4c0Mpis,60
R_0IM30kdwHtw6DIZ,69
R_3qmTjmbpkxXtAb2,42
R_3EgNl9dMxBPLanW,29
R_3MxJQIBvL7lYmE8,50
R_2ZQ7IvQB8D0HbBI,51
R_2y44FVWF1mg4lIB,37
R_2DMjv1AWbwHBuiv,39
R_tYfqx07tfJWWaMV,67
R_2asLiXvTwKIEztv,38
R_26l5unP6ToAwR9w,38
R_3EzF3DnZbmGldE8,44
R_xtJKKJOkOPlu8V3,36
R_1gcETcTKsKqCOcK,46
R_dhbKNicUdI0YWDT,60
R_yQpubOmQQF96FY5,50
R_r9o18eVBHlLRU2J,42
R_szq7dD8BqblZ1Xr,44
R_1Ih0tsfBlk10kth,43
R_RaaMCN4WpO9dvIB,36
R_PYBUthTjgBNiFmp,45
R_3p9KHEZ5gkRkGGX,50
R_3h0ydzPbSkpXzp6,56
R_1odx6wtu1MrD36I,51
R_2atOvFyMM38QvoB,57
R_xDiDKabi0GlJWEN,57
R_1gu42mR4MGX0ykp,64
R_26gwFqupyYTBW72,51
R_9U2MHIQx5zZzgNX,63
R_vfCX2mK6n9wBPK9,62
R_C7WGekmER5CG0YV,48
R_3nctMhYIPXVEYyd,48
R_T65ekBBheg4Udbj,26
R_3JLwTUdtcLrr4nx,65
R_28Hx5wAoDBbsY6F,44
R_3qUvLm0EpZUmRYB,44
R_1DUPTqmjzCB7yQw,54
R_2t9cUvKa4X8WKLQ,38
R_rflNXcg0hkSLFO9,71
R_2EjcdZHgIZr1HXJ,44
R_1ovUFTJMCw5mJfo,33
