respondent_id,Please indicate your age,Please indicate your race - Selected Choice,Please indicate your race - Other - Text,Are you Hispanic or Latino?,How would you describe the area where you grew up?,How would you describe the area in which you currently live?,In which region of the United States do you currently live?,Please indicate your annual household income,Education,Which employment status best describes you?,How would you describe your current living situation (check all that apply) - Selected Choice,How would you describe your current living situation (check all that apply) - Other - Text,Please indicate your political identification,Please indicate your gender
R_2VKEwbbwglRjTqR,60-69,White,,No,Suburban,Urban,South,"$50,000 - $74,999","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_dmAo18nipoUo01P,60-69,White,,No,Rural,Rural,Midwest,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Moderate,Female
R_sqbzciQIj7rbK6d,50-59,Other,human,No,Rural,Urban,Northeast,"Less than $10,000",Bachelor's degree,Unemployed,I live alone,,Somewhat liberal,Female
R_1TVp2jaeftUPGUN,50-59,White,,No,Suburban,Suburban,Midwest,"$75,000 - $99,999","High school graduate, GED, or equivalent",Retired,I live with family members,,Moderate,Female
R_DNADBrpffsXSdDb,50-59,White,,No,Suburban,Suburban,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",On disability,I live with a spouse or romantic partner,,Moderate,Male
R_1gjsNmko8NYrXdf,50-59,White,,No,Urban,Urban,Northeast,"$25,000 - $34,999",Some college or associate's degree,Working part-time,I live alone,,Moderate,Male
R_2usvWTFpHaVlKkm,50-59,White,,No,Rural,Rural,Northeast,"$15,000 - $24,999","High school graduate, GED, or equivalent",Working part-time,I live with a spouse or romantic partner,,Very conservative,Male
R_TiPdho1WDmeWzsd,60-69,White,,No,Suburban,Rural,West,"$35,000 - $49,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_2v21LP9PDH3gNoU,60-69,White,,No,Urban,Urban,West,"$150,000 - $199,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Very liberal,Male
R_23fTZqfko2DWrZt,60-69,White,,No,Suburban,Rural,South,"$50,000 - $74,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Moderate,Male
R_3Kr7Z3fVypCkZCx,60-69,White,,No,Suburban,Suburban,Midwest,"$75,000 - $99,999",Bachelor's degree,Retired,I live with family members,,Moderate,Male
R_1irrsqBRyVmbHSw,60-69,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_3MxJQIBvL7lYmE8,60-69,White,,No,Urban,Rural,South,"Less than $10,000","High school graduate, GED, or equivalent",Working part-time,I live alone,,Moderate,Male
R_78TvEJjwcngMCC5,60-69,White,,No,Urban,Rural,West,"$25,000 - $34,999",Some college or associate's degree,On disability,I live with family members,,Somewhat conservative,Male
R_3p3AGwwH3HQ2E2U,70-79,White,,No,Rural,Suburban,South,"$50,000 - $74,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_xmW0N6ZVQaGjmZb,70-79,White,,No,Suburban,Urban,Midwest,"$50,000 - $74,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_3iD4mjQ5GUBXsLX,60-69,White,,No,Rural,Suburban,South,"$15,000 - $24,999","High school graduate, GED, or equivalent",Retired,I live alone,,Very conservative,Male
R_UiM8evdZca77XJD,60-69,White,,No,Rural,Rural,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live with family members,,Somewhat conservative,Male
R_3PzgeEK03z4fjSD,60-69,White,,No,Suburban,Suburban,West,"$10,000 - $14,999",Some college or associate's degree,Unemployed,I live alone,,Moderate,Male
R_elYFFjHSTJ3r8Vb,70-79,White,,No,Suburban,Suburban,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very liberal,Male
R_qxcY7eGOLGaYqw9,70-79,White,,No,Urban,Suburban,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_szq7dD8BqblZ1Xr,60-69,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_1etaPWIEX3vjOSQ,70-79,White,,No,Rural,Urban,Midwest,"$10,000 - $14,999",Some college or associate's degree,Working full-time,I live alone,,Moderate,Male
R_3FRLrjkcZAvrsXc,50-59,White,,No,Suburban,Suburban,South,"$25,000 - $34,999",Bachelor's degree,Working full-time,Other,roommates,Somewhat conservative,Male
R_2tb9E1KaESEk4eH,60-69,Black or African American,,No,Suburban,Suburban,South,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Male
R_31MZN2vnt37uHwx,50-59,White,,No,Rural,Rural,South,"$15,000 - $24,999",Some college or associate's degree,On disability,I live in a nursing home,,Somewhat liberal,Male
R_3D5OoaHb1uSLTwP,70-79,White,,No,Rural,Rural,Midwest,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_3KAVlPOgwRlk9FW,60-69,White,,No,Suburban,Suburban,West,"$50,000 - $74,999",Bachelor's degree,Retired,I live alone,,Somewhat conservative,Male
R_3PBlRURkU9PnKdT,50-59,Black or African American,,Yes,Urban,Urban,South,"$25,000 - $34,999",Some college or associate's degree,Retired,I live alone,,Moderate,Male
R_2CHQHhcbrNp8BpN,70-79,White,,No,Rural,Rural,South,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_ZIEHldRJctpAunn,60-69,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Bachelor's degree,Working part-time,I live with a spouse or romantic partner,,Very conservative,Male
R_1K3YmDRsPPcmH12,50-59,Black or African American,,No,Suburban,Suburban,South,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_3JwxJex5UA9c9lr,60-69,White,,No,Rural,Urban,South,"$15,000 - $24,999",Some college or associate's degree,Working part-time,I live alone,,Somewhat conservative,Male
R_1dnxAEYI8mzccRc,70-79,White,,No,Rural,Suburban,South,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Male
R_2xWsOt5QnlWZ5Sa,60-69,White,,No,Suburban,Rural,West,"$35,000 - $49,999","High school graduate, GED, or equivalent",Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_afprOR5Hpfs9YBP,60-69,White,,No,Urban,Rural,West,"$75,000 - $99,999",Graduate or professional degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_1M3xst3cjJw8B75,50-59,White,,No,Suburban,Suburban,Midwest,"Less than $10,000",Less than high school,On disability,I live with a spouse or romantic partner,,Very conservative,Male
R_3m3GT6lEaYhEmpK,60-69,White,,No,Rural,Rural,West,"$75,000 - $99,999","High school graduate, GED, or equivalent",Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_3qI65LFWrrsFTN4,70-79,White,,No,Suburban,Rural,West,"$75,000 - $99,999",Graduate or professional degree,Working part-time,I live with a spouse or romantic partner,,Moderate,Male
R_1pQc7pMeZM8DkpQ,50-59,Asian,,No,Suburban,Suburban,West,"$100,000 - $149,999",Graduate or professional degree,Working full-time,I live with family members,,Moderate,Male
R_2VBGtv8BBKaiTxf,50-59,Black or African American,,No,Urban,Suburban,West,"$10,000 - $14,999",Some college or associate's degree,On disability,I live with family members,,Somewhat liberal,Male
R_2y2BnmXIpQlx8a2,60-69,White,,No,Rural,Rural,West,"$50,000 - $74,999",Bachelor's degree,Retired,I live alone,,Moderate,Male
R_1jBSV44Q7zd6s05,80-89,White,,No,Urban,Urban,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_1ODLX5ydj3h6eCU,70-79,White,,No,Suburban,Suburban,West,"$35,000 - $49,999",Bachelor's degree,Retired,I live alone,,Very conservative,Male
R_3VpulZ3VHqa5HKF,60-69,Black or African American,,No,Urban,Suburban,West,"$25,000 - $34,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_3FW3mUrZQFdUDMZ,50-59,White,,No,Rural,Suburban,West,"$50,000 - $74,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_1MMSIYGeIXxD9hC,70-79,White,,No,Urban,Suburban,Northeast,"$50,000 - $74,999",Graduate or professional degree,Retired,I live alone,,Moderate,Female
R_8AfGyVB7A7KWWZj,50-59,White,,Yes,Suburban,Suburban,South,"$35,000 - $49,999","High school graduate, GED, or equivalent",Working full-time,I live with a spouse or romantic partner,,Moderate,Female
R_2rITmAqupsmBlEm,70-79,White,,Yes,Urban,Rural,Midwest,"$50,000 - $74,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_3fxByuAvCeKbQxO,50-59,White,,Yes,Suburban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_sXXjYWUyizJkXSx,70-79,White,,Yes,Rural,Urban,South,"$100,000 - $149,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_p9JbFNjxbAWOA4p,50-59,White,,Yes,Urban,Urban,West,"$50,000 - $74,999","High school graduate, GED, or equivalent",Working full-time,I live with a spouse or romantic partner,,Moderate,Female
R_3ezc3XwFDfEaXdl,50-59,White,,Yes,Urban,Rural,Midwest,"Less than $10,000",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_3si5PTYvVhQ6EgQ,50-59,White,,Yes,Suburban,Suburban,Midwest,"$75,000 - $99,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Very conservative,Female
R_C2HKSccnR8362M9,60-69,White,,Yes,Suburban,Suburban,South,"$50,000 - $74,999",Bachelor's degree,Retired,I live alone,,Somewhat conservative,Female
R_2Ytuaypv8BwC8uU,60-69,Other,,Yes,Suburban,Suburban,West,"$100,000 - $149,999","High school graduate, GED, or equivalent",Working full-time,I live with a spouse or romantic partner,,Moderate,Female
R_5dQGu6zFWvmL2i5,50-59,White,,Yes,Urban,Urban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_1f33q09k9LvUyFZ,60-69,White,,Yes,Urban,Urban,Northeast,"$10,000 - $14,999",Some college or associate's degree,Working part-time,I live with family members,,Somewhat liberal,Female
R_2D6oXP9D502HhUO,50-59,White,,Yes,Rural,Rural,South,"$10,000 - $14,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_tE5vBhIT7fWXEYx,70-79,White,,No,Suburban,Suburban,South,"$35,000 - $49,999",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_1GJ3Gf7jynLmnQ8,60-69,White,,Yes,Urban,Urban,South,"$10,000 - $14,999",Bachelor's degree,Retired,I live with family members,,Moderate,Male
R_33v8AIPRaybvxyA,70-79,White,,Yes,Urban,Suburban,Northeast,"$35,000 - $49,999",Some college or associate's degree,Working part-time,I live alone,,Moderate,Male
R_sdT4edrfKuZdA0V,50-59,White,,No,Rural,Rural,Northeast,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_sNefZ2cS6vsSEcV,50-59,White,,Yes,Urban,Urban,West,"$15,000 - $24,999","High school graduate, GED, or equivalent",Working part-time,I live alone,,Moderate,Female
R_1g2fuMu8AyKzAwp,60-69,White,,Yes,Urban,Rural,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_2QEAEbF1PMitn8s,50-59,Black or African American,,Yes,Urban,Urban,Northeast,"$35,000 - $49,999",Bachelor's degree,Unemployed,I live with family members,,Very liberal,Female
R_zYlAOKMo3PGH0w9,60-69,White,,Yes,Suburban,Suburban,West,"$50,000 - $74,999","High school graduate, GED, or equivalent",On disability,I live with family members,,Moderate,Female
R_1jUGuPqDo1mmhkw,50-59,White,,Yes,Urban,Urban,South,"$10,000 - $14,999",Bachelor's degree,Working part-time,I live with family members,,Somewhat liberal,Female
R_TuXrN7K9MU60NfH,60-69,White,,Yes,Suburban,Suburban,Northeast,"$75,000 - $99,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_3qIJBHysYzX7dZ8,50-59,White,,Yes,Suburban,Suburban,Northeast,"$25,000 - $34,999",Some college or associate's degree,Working full-time,I live alone,,Somewhat conservative,Female
R_w04d6o0WUx3t8BP,50-59,White,,No,Urban,Urban,West,"$100,000 - $149,999",Graduate or professional degree,Working full-time,I live with family members,,Very liberal,Male
R_3I4ARcRh2jYL8sW,50-59,White,,No,Suburban,Suburban,South,"$15,000 - $24,999",Some college or associate's degree,Working part-time,I live with family members,,Very liberal,Female
R_3ewxXXE35ZGAlV6,60-69,White,,No,Suburban,Suburban,West,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_XvTa3GM51yxs2Mp,50-59,White,,Yes,Rural,Rural,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with family members,,Moderate,Female
R_1eJY3HSRRwHb8dM,50-59,Other,,Yes,Rural,Urban,Midwest,"Less than $10,000","High school graduate, GED, or equivalent",On disability,I live alone,,Very liberal,Female
R_2b2ZnVVSalzLcAT,60-69,White,,Yes,Urban,Urban,Midwest,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_1F9ZqNGXhGWybsL,70-79,White,,No,Suburban,Rural,West,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_1gSV2K0JZYivvUq,70-79,White,,Yes,Rural,Rural,South,"$10,000 - $14,999",Some college or associate's degree,Retired,I live alone,,Moderate,Female
R_30vOgVBVhd5sKnM,60-69,White,,Yes,Rural,Rural,Midwest,"$75,000 - $99,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_264mcZwZJKMmZsm,70-79,Other,human,Yes,Urban,Urban,South,"More than $200,000",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_3qR8I69QvnBJul6,60-69,White,,No,Rural,Suburban,Northeast,"$50,000 - $74,999",Some college or associate's degree,Unemployed,I live with family members,,Moderate,Female
R_28Hx5wAoDBbsY6F,60-69,White,,No,Rural,Rural,Northeast,"$50,000 - $74,999",Some college or associate's degree,Working part-time,I live with family members,,Moderate,Female
R_2xyN6Jg30kcY8Zq,60-69,White,,No,Rural,Rural,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
R_OOOdJ9PpboAPnSp,50-59,White,,Yes,Urban,Urban,South,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_3JCKHPxrm3blrAR,70-79,White,,No,Suburban,Rural,Northeast,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Somewhat conservative,Female
R_11jXdp3rYf4Mkcv,50-59,White,,Yes,Urban,Suburban,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Moderate,Female
R_3h4j0z7YgVkobFA,50-59,White,,Yes,Urban,Urban,Northeast,"$25,000 - $34,999","High school graduate, GED, or equivalent",On disability,I live with family members,,Moderate,Male
R_w5UyiC3JF89PNZL,50-59,White,,No,Rural,Rural,West,"$35,000 - $49,999",Some college or associate's degree,On disability,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_3iqdgZp8Sm71hjB,60-69,White,,Yes,Urban,Urban,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Female
R_YW8obmkRjjyHzC9,60-69,White,,No,Suburban,Suburban,West,"$25,000 - $34,999",Some college or associate's degree,Retired,I live alone,,Moderate,Female
R_3ekoYtT5y8FrjDE,70-79,White,,No,Rural,Rural,Midwest,"$15,000 - $24,999","High school graduate, GED, or equivalent",On disability,I live alone,,Moderate,Female
R_1eDelLJ155MaXVk,60-69,White,,No,Rural,Urban,South,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_1Nlaetv4Xpwfn1m,50-59,Black or African American,,No,Urban,Urban,South,"Less than $10,000","High school graduate, GED, or equivalent",Working part-time,I live with a spouse or romantic partner,,Very conservative,Female
R_dhxNRvn0W2VuDsJ,60-69,White,,No,Suburban,Urban,West,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
R_3no5gfxbsLn1tix,50-59,Black or African American,,No,Urban,Urban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with family members,,Very liberal,Male
R_sOwOFOSXbmLreaR,50-59,White,,No,Rural,Rural,Northeast,"$15,000 - $24,999",Some college or associate's degree,On disability,I live with a spouse or romantic partner,,Moderate,Female
R_1ouRhDFRzcREL8i,50-59,White,,No,Rural,Rural,Northeast,"$75,000 - $99,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Female
R_1pxI0z0Ufs2PSsl,50-59,White,,No,Rural,Suburban,Northeast,"$35,000 - $49,999",Bachelor's degree,Working full-time,I live alone,,Very conservative,Female
R_3k7nEXsKJy0laVT,50-59,White,,No,Suburban,Rural,South,"Less than $10,000","High school graduate, GED, or equivalent",Unemployed,I live with family members,,Moderate,Female
R_XM8cGAZHwDra4ql,50-59,White,,No,Rural,Rural,West,"$15,000 - $24,999",Some college or associate's degree,Retired,I live with family members,,Moderate,Female
R_1yLUFjLQ9xYh7Nv,50-59,Asian,,No,Suburban,Suburban,West,"Less than $10,000",Some college or associate's degree,On disability,I live with family members,,Moderate,Female
R_1mCMi5IopUWT2hD,50-59,Black or African American,,No,Rural,Rural,South,"$25,000 - $34,999",Some college or associate's degree,Working full-time,I live alone,,Very conservative,Female
R_3EGs6zeFZEQiVLq,60-69,Asian,,No,Suburban,Suburban,Midwest,"$25,000 - $34,999",Bachelor's degree,Retired,I live alone,,Moderate,Female
R_3mgg7JZhizGxXIR,50-59,Black or African American,,No,Rural,Rural,South,"$25,000 - $34,999",Some college or associate's degree,Working full-time,I live alone,,Moderate,Female
R_22Y0MXvV15eUdCU,60-69,Other,human,No,Urban,Urban,Midwest,"$10,000 - $14,999","High school graduate, GED, or equivalent",Retired,I live alone,,Very liberal,Male
R_3FJqk44Yjwk8Iqs,60-69,Asian,,No,Suburban,Suburban,West,"$150,000 - $199,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
R_2uR1WmVXckbLfA7,50-59,Asian,,No,Urban,Urban,West,"$25,000 - $34,999",Bachelor's degree,Working part-time,I live alone,,Somewhat conservative,Female
R_3CIYmTiKfc54UnM,60-69,Black or African American,,No,Rural,Rural,South,"$35,000 - $49,999",Some college or associate's degree,Working part-time,I live with family members,,Very conservative,Female
R_2YVpmFAJLIoa7Pf,60-69,Asian,,No,Urban,Urban,Northeast,"$35,000 - $49,999","High school graduate, GED, or equivalent",Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_10ViVTPZShyJKhn,60-69,White,,No,Urban,Suburban,Northeast,"$75,000 - $99,999",Graduate or professional degree,Unemployed,I live alone,,Moderate,Female
R_DUjUFrSvxkhG6qd,50-59,Black or African American,,No,Urban,Urban,South,"$25,000 - $34,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_2dSfwuJuwxwA9d0,60-69,Black or African American,,No,Suburban,Suburban,Midwest,"Less than $10,000","High school graduate, GED, or equivalent",Retired,I live with family members,,Very liberal,Female
R_22lxlhuN8Ey2QeB,50-59,Black or African American,,No,Urban,Urban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Working full-time,I live alone,,Very conservative,Male
R_5ouOa33sITanGUN,50-59,Asian,,No,Suburban,Suburban,West,"$100,000 - $149,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_tPsLG8zd5VW52lX,60-69,Black or African American,,No,Urban,Urban,West,"$10,000 - $14,999",Some college or associate's degree,Retired,I live alone,,Very liberal,Male
R_1gHi9oYZ8HPDLM1,60-69,Black or African American,,No,Urban,Rural,Midwest,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Very liberal,Female
R_3CZZuqpQrlz0b1u,60-69,Black or African American,,No,Urban,Urban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Working full-time,Other,,Moderate,Female
R_3LZsrKIRL7Av93N,50-59,Black or African American,,No,Rural,Urban,South,"$35,000 - $49,999",Some college or associate's degree,Working full-time,I live alone,,Moderate,Female
R_xDc2ppuAnM4A0vf,50-59,White,,No,Suburban,Suburban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_rjPfu5ux8Li6f2F,50-59,Asian,,No,Urban,Urban,Midwest,"$100,000 - $149,999",Graduate or professional degree,Working full-time,I live alone,,Moderate,Female
R_3NzeZzXK4oaDq5s,60-69,Other,Navajo/White,No,Rural,Suburban,Midwest,"$25,000 - $34,999",Some college or associate's degree,Working part-time,I live alone,,Moderate,Female
R_2Si4VGihyFz7Y6V,50-59,White,,No,Suburban,Suburban,Northeast,"Less than $10,000",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_1rrbpbIFzsjFmi8,60-69,Black or African American,,No,Suburban,Rural,South,"$10,000 - $14,999",Bachelor's degree,Working part-time,I live with a spouse or romantic partner,,Very liberal,Female
R_AumgWa6vNQuF8Pv,50-59,Other,,No,Suburban,Rural,South,"$100,000 - $149,999",Bachelor's degree,Retired,I live alone,,Moderate,Female
R_2yeDCbGccxEo5HB,50-59,Native Hawaiian or Pacific Islander,,No,Suburban,Suburban,Northeast,"More than $200,000",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
R_aeN23XaXeiSFq4V,60-69,Black or African American,,No,Urban,Suburban,Northeast,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with family members,,Moderate,Female
R_vC56GzLk6WYapXj,50-59,Black or African American,,No,Urban,Urban,Midwest,"$25,000 - $34,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Very liberal,Female
R_3esqif9DND0BvlP,50-59,Black or African American,,No,Urban,Urban,Midwest,"$150,000 - $199,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_3lzDrHje9MH7dEY,50-59,Black or African American,,No,Rural,Rural,South,"$10,000 - $14,999",Some college or associate's degree,On disability,I live alone,,Somewhat liberal,Male
R_1OjYUlAUW8wxq6F,50-59,White,,No,Rural,Rural,Midwest,"Less than $10,000","High school graduate, GED, or equivalent",On disability,I live alone,,Somewhat conservative,Female
R_12tjM08FxhX9zA8,50-59,Asian,,No,Suburban,Suburban,South,"$150,000 - $199,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Very conservative,Male
R_2qg74qEE5BZexfC,50-59,Black or African American,,No,Urban,Urban,South,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Somewhat conservative,Female
R_27apjgoY2L2KIOn,60-69,Black or African American,,No,Rural,Urban,South,"Less than $10,000",Some college or associate's degree,Working part-time,I live alone,,Very liberal,Female
R_1P6RntyUKpVnGCe,50-59,Black or African American,,No,Rural,Rural,South,"$15,000 - $24,999",Graduate or professional degree,Working part-time,I live with family members,,Very liberal,Female
R_1j97coM0uhz5umw,60-69,White,,No,Rural,Rural,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live alone,,Somewhat conservative,Female
R_Wwjyy7NQe69vzax,60-69,Black or African American,,No,Urban,Urban,South,"$35,000 - $49,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
R_333HXJXrWtCuWxi,50-59,Black or African American,,No,Urban,Urban,Northeast,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
R_2D1wMg4BGC1Si09,50-59,Black or African American,,No,Rural,Rural,South,"$10,000 - $14,999","High school graduate, GED, or equivalent",On disability,I live alone,,Moderate,Female
R_3jeABW5jJnAftB8,60-69,White,,No,Suburban,Rural,West,"$15,000 - $24,999",Bachelor's degree,Retired,I live with family members,,Moderate,Male
R_1loeTToccQsJISj,50-59,White,,No,Suburban,Suburban,Midwest,"$15,000 - $24,999","High school graduate, GED, or equivalent",On disability,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_2D2KP6HOSU7CcQe,70-79,White,,No,Suburban,Urban,Northeast,"$15,000 - $24,999",Bachelor's degree,Unemployed,I live alone,,Somewhat conservative,Female
R_3qmue8vWUbSWMuw,60-69,White,,No,Suburban,Suburban,Northeast,"$35,000 - $49,999",Bachelor's degree,Working full-time,I live alone,,Very liberal,Female
R_1pQlYO62MzqBVJn,60-69,White,,No,Suburban,Suburban,Midwest,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
R_2V4GGup4jX6YSLh,70-79,White,,No,Rural,Suburban,South,"$25,000 - $34,999",Bachelor's degree,Retired,I live alone,,Somewhat liberal,Male
R_24cIpNZXSlpn2Lt,60-69,White,,No,Suburban,Suburban,South,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_3U8btRYAldDTRdv,60-69,White,,No,Urban,Urban,West,"$50,000 - $74,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_2zBKNHSFYdsoJX2,60-69,White,,No,Suburban,Suburban,South,"$100,000 - $149,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Somewhat conservative,Female
R_2rZ1m9itlIJL7I0,70-79,White,,No,Rural,Suburban,South,"$15,000 - $24,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_1pS9dY9HZTyHWAB,70-79,White,,No,Rural,Rural,Midwest,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Moderate,Male
R_3m80TH5d1hU9Qp9,50-59,White,,No,Suburban,Suburban,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Working full-time,I live alone,,Moderate,Female
R_1gu42mR4MGX0ykp,50-59,White,,No,Suburban,Rural,South,"$75,000 - $99,999","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Moderate,Female
R_AB5EmgZmdeiU6Ln,70-79,White,,No,Suburban,Suburban,Northeast,"$100,000 - $149,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
R_cTvNIiRVSh4YsUN,80-89,White,,No,Suburban,Urban,Northeast,"$50,000 - $74,999",Bachelor's degree,Retired,I live alone,,Moderate,Female
R_vCVdgVJn0QujPup,70-79,White,,No,Rural,Urban,Midwest,"$75,000 - $99,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
R_3G6t4Bd1NUPNqHP,80-89,White,,No,Suburban,Suburban,South,"$150,000 - $199,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
R_20MwkVvZ51MXn9Y,60-69,White,,No,Suburban,Urban,Northeast,"$50,000 - $74,999",Bachelor's degree,Retired,I live alone,,Somewhat liberal,Male
R_4O9MpEXmM2cBqff,60-69,White,,No,Suburban,Suburban,South,"$100,000 - $149,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
